Time(s)	PatientWeight(g)	HeartRate(1/min)	HeartStrokeVolume(mL)	BloodVolume(mL)	ExtravascularFluidVolume(mL)	ArterialPressure(mmHg)	MeanArterialPressure(mmHg)	SystolicArterialPressure(mmHg)	DiastolicArterialPressure(mmHg)	CardiacOutput(mL/min)	HemoglobinContent(g)	CentralVenousPressure(mmHg)	PulmonaryCapillariesWedgePressure(mmHg)	RespirationRate(1/min)	OxygenSaturation	CarbonDioxideSaturation	TidalVolume(mL)	TotalLungVolume(mL)	EndTidalCarbonDioxideFraction	TotalAlveolarVentilation(L/min)	TranspulmonaryPressure(cmH2O)	RespiratoryQuotient	CoreTemperature(degC)	SkinTemperature(degC)	GlomerularFiltrationRate(mL/day)	RenalBloodFlow(mL/min)	UrineProductionRate(mL/min)	LeftAfferentArterioleResistance(mmHg_min/mL)	RightAfferentArterioleResistance(mmHg_min/mL)	OxygenConsumptionRate(mL/min)	CarbonDioxideProductionRate(mL/min)	Aorta-Vascular-Oxygen-PartialPressure(mmHg)	Aorta-Vascular-CarbonDioxide-PartialPressure(mmHg)	VenaCava-Vascular-Oxygen-PartialPressure(mmHg)	VenaCava-Vascular-CarbonDioxide-PartialPressure(mmHg)	LeftAlveoli-Pulmonary-Pressure(cmH2O)	LeftAlveoli-Pulmonary-Oxygen-PartialPressure(mmHg)	LeftAlveoli-Pulmonary-CarbonDioxide-PartialPressure(mmHg)	RightAlveoli-Pulmonary-Pressure(cmH2O)	RightAlveoli-Pulmonary-Oxygen-PartialPressure(mmHg)	RightAlveoli-Pulmonary-CarbonDioxide-PartialPressure(mmHg)	Trachea-Pulmonary-Oxygen-PartialPressure(cmH2O)	Trachea-Pulmonary-CarbonDioxide-PartialPressure(cmH2O)	RightTubules-Urine-Sodium-Concentration(mg/mL)	RightTubules-Urine-Albumin-Concentration(mg/mL)	LeftTubules-Urine-Sodium-Concentration(mg/mL)	LeftTubules-Urine-Albumin-Concentration(mg/mL)	Oxygen-AlveolarTransfer(mL/s)	CarbonDioxide-AlveolarTransfer(mL/s)	NeuromuscularBlockLevel	SedationLevel	Brain-Tissue-Morphine-ExtravascularConcentration(ug/mL)	Brain-Vascular-Morphine-Concentration(ug/mL)	Fat-Tissue-Morphine-ExtravascularConcentration(ug/mL)	Fat-Vascular-Morphine-Concentration(ug/mL)	LeftKidney-Tissue-Morphine-ExtravascularConcentration(ug/mL)	LeftKidney-Vascular-Morphine-Concentration(ug/mL)	RightKidney-Tissue-Morphine-ExtravascularConcentration(ug/mL)	RightKidney-Vascular-Morphine-Concentration(ug/mL)	Liver-Tissue-Morphine-ExtravascularConcentration(ug/mL)	Liver-Vascular-Morphine-Concentration(ug/mL)	Morphine-MassInBody(ug)	Morphine-PlasmaConcentration(ug/mL)	Morphine-RemainingSystemicMassCleared(ug)	Morphine-Kidneys-PartitionCoefficient	Morphine-Brain-PartitionCoefficient	Morphine-RightLung-PartitionCoefficient	Morphine-LeftLung-PartitionCoefficient	Morphine-Liver-PartitionCoefficient	Morphine-Bone-PartitionCoefficient	Morphine-Fat-PartitionCoefficient	Morphine-Skin-PartitionCoefficient	Morphine-Muscle-PartitionCoefficient	Morphine-Spleen-PartitionCoefficient	Morphine-Gut-PartitionCoefficient	Morphine-Myocardium-PartitionCoefficient	Morphine-Liver-MassCleared(ug)	Morphine-Liver-MassExcreted(ug)	Morphine-Kidneys-MassCleared(ug)	Morphine-Kidneys-MassExcreted(ug)	
334.678	78467.8	62.7907	91.5183	5141.18	34086.8	57.8232	82.7969	105.197	57.4507	5746.5	738.158	5.68066	6.98716	12.1076	0.961936	0.284908	615.628	2770.3	0.0376192	5.40849	15.1078	0.831553	37.0848	33.0529	88038.3	512.608	0.608188	0.0400333	0.0400333	223.188	185.593	82.7639	42.3193	41.9291	44.2217	1032.54	109.945	41.3394	1032.54	102.576	41.8207	216.855	0.417472	2.47434	0	2.47434	0	0.537797	-6.4922	0	0.242558	2.63034	1.50391	0.801076	1.07242	0	1.24929	0	1.24929	1.76343	1.3513	29887.8	2.03055	7836.58	1.00278	1.13237	1.00807	1.00807	1.06442	0.668384	0.137291	0.813424	1.11872	1.16626	1.00956	0.996965	2054.73	443.151	0	nan
335.689	78467.8	62.7907	91.522	5141.33	34086.6	70.0757	82.7986	105.198	57.4521	5746.73	738.158	5.69735	6.98739	12.1076	0.96271	0.299624	615.628	2829.01	0.0376192	5.40849	15.5841	0.841588	37.0849	33.053	83344.1	804.552	0.579819	0.0400333	0.0400333	234.689	197.512	84.3274	47.2443	41.8098	44.2238	1034.1	111.368	41.1376	1034.1	104.047	41.6827	195.767	17.3629	2.47408	0	2.47408	0	3.98024	-3.54857	0	0.24254	2.62715	1.5026	0.801469	1.07092	0	1.25558	0	1.25558	1.7595	1.34815	29870.8	2.02545	7845.3	0.987357	1.11246	0.993893	0.993893	1.04609	0.65717	0.136614	0.804086	1.09864	1.14779	0.994307	0.982432	2061.54	444.618	0	nan
336.7	78467.8	62.7907	91.5239	5141.48	34086.5	90.1286	82.7995	105.199	57.4527	5746.85	738.158	5.71395	6.98751	12.1076	0.962238	0.289564	615.628	2483.32	0.0376192	5.40849	12.2357	0.845804	37.0851	33.0532	92210.2	1573.84	0.617467	0.0400333	0.0400333	239.886	202.897	83.8025	43.9174	41.9125	44.2262	1033.46	110.049	42.034	1033.46	102.688	42.4805	172.305	35.6566	2.47381	0	2.47381	0	6.65468	-4.15699	0	0.242522	2.62386	1.50262	0.801868	1.0695	0	1.25629	0	1.25629	1.75558	1.34502	29853.8	2.02046	7853.99	0.995176	1.12255	1.00108	1.00108	1.05538	0.662857	0.136957	0.808822	1.10882	1.15716	1.00204	0.989802	2068.35	446.09	0	nan
337.711	78467.8	62.7907	91.5258	5141.63	34086.3	100.098	82.8003	105.2	57.4534	5746.97	738.158	5.7305	6.98762	12.1076	0.962184	0.285307	615.628	2394.84	0.0376192	5.40849	11.3791	0.844057	37.0852	33.0533	114468	1988.87	0.71406	0.0400333	0.0400333	237.712	200.643	83.4799	42.4932	41.8452	44.2289	1033.29	108.731	42.7572	1033.29	101.323	43.1128	167.535	39.3346	2.47356	0	2.47356	0	8.46488	-3.74207	0	0.242504	2.62052	1.50107	0.802268	1.06794	0	1.24869	0	1.24869	1.75166	1.34178	29836.9	2.01543	7862.66	1.00134	1.13052	1.00676	1.00676	1.06272	0.667343	0.137228	0.812557	1.11686	1.16454	1.00814	0.995616	2075.14	447.562	0	nan
338.722	78467.8	62.7907	91.5276	5141.77	34086.2	104.243	82.8012	105.2	57.4541	5747.08	738.158	5.74707	6.98774	12.1076	0.962069	0.284061	615.628	2370.71	0.0376192	5.40849	11.1454	0.842395	37.0854	33.0534	140016	2085.36	0.827045	0.0400333	0.0400333	235.68	198.536	83.6971	42.0485	41.7928	44.2314	1033.24	107.437	43.3018	1033.24	99.9763	43.5795	166.28	40.2889	2.47331	0	2.47331	0	8.73413	-2.50401	0	0.242486	2.61716	1.49863	0.802666	1.06633	0	1.24139	0	1.24139	1.74775	1.3385	29820	2.01041	7871.3	1.00361	1.13344	1.00884	1.00884	1.06541	0.668991	0.137328	0.81393	1.11981	1.16726	1.01038	0.997752	2081.92	449.034	0	nan
339.733	78467.8	62.7907	91.5295	5141.91	34086	105.202	82.8021	105.201	57.4548	5747.2	738.158	5.76371	6.98786	12.0536	0.961809	0.284243	612.603	2805.93	0.0375724	5.35769	15.4531	0.840941	37.0856	33.0536	162521	2017.2	0.93004	0.0400333	0.0400333	233.931	196.722	83.8137	42.0135	41.9039	44.2338	1032.6	110.091	41.3452	1032.6	102.757	41.8556	216.868	0.415119	2.47307	0	2.47307	0	8.9317	-8.88369	0	0.242467	2.61379	1.49567	0.803061	1.06469	0	1.23526	0	1.23526	1.74385	1.3352	29803.1	2.00539	7879.92	1.00466	1.1348	1.00981	1.00981	1.06666	0.669756	0.137374	0.814567	1.12118	1.16852	1.01142	0.998743	2088.68	450.503	0	nan
340.744	78467.8	62.7907	91.5314	5142.04	34085.9	104.367	82.8029	105.202	57.4555	5747.32	738.158	5.78046	6.98797	12.0536	0.961858	0.284485	612.603	2784.33	0.0375724	5.35769	15.1495	0.839864	37.0857	33.0537	179722	1879.5	1.01262	0.0400333	0.0400333	232.654	195.398	82.8642	42.0489	41.8895	44.2363	1034.05	111.045	41.39	1034.05	103.728	41.9293	192.165	20.2348	2.47284	0	2.47284	0	7.56199	-4.29922	0	0.242449	2.61042	1.49243	0.803452	1.06304	0	1.23004	0	1.23004	1.73996	1.33188	29786.3	2.00038	7888.52	1.00495	1.13518	1.01008	1.01008	1.06701	0.669968	0.137387	0.814743	1.12156	1.16887	1.01171	0.999017	2095.43	451.968	0	nan
341.756	78467.8	62.7907	91.5332	5142.17	34085.8	102.501	82.8038	105.203	57.4561	5747.44	738.158	5.79732	6.98809	12.0536	0.962028	0.284149	612.603	2471.48	0.0375724	5.35769	12.1211	0.839022	37.0859	33.0538	191364	1720.75	1.07257	0.0400333	0.0400333	231.667	194.374	83.0806	42.0029	41.8005	44.2392	1033.44	109.695	42.2543	1033.44	102.336	42.6847	171.677	36.1949	2.47262	0	2.47262	0	6.13319	-2.06935	0	0.242431	2.60705	1.48919	0.803838	1.06141	0	1.22544	0	1.22544	1.73607	1.32857	29769.5	1.9954	7897.09	1.00459	1.13471	1.00974	1.00974	1.06658	0.669705	0.137371	0.814524	1.12109	1.16843	1.01135	0.998676	2102.17	453.431	0	nan
342.767	78467.8	62.7907	91.5351	5142.3	34085.6	99.9246	82.8046	105.203	57.4568	5747.55	738.158	5.8143	6.98821	12.0536	0.962189	0.28382	612.603	2391.64	0.0375724	5.35769	11.348	0.83831	37.086	33.054	197983	1561.18	1.11117	0.0400333	0.0400333	230.839	193.515	83.5195	41.9569	41.8621	44.2421	1033.28	108.427	42.8995	1033.28	101.013	43.2372	167.402	39.4904	2.4724	0	2.4724	0	4.88505	-0.806676	0	0.242413	2.60368	1.48606	0.804218	1.05978	0	1.22123	0	1.22123	1.73218	1.32529	29752.8	1.99046	7905.65	1.0042	1.1342	1.00938	1.00938	1.06611	0.669419	0.137354	0.814286	1.12058	1.16796	1.01096	0.998306	2108.89	454.889	0	nan
343.778	78467.8	62.7907	91.537	5142.43	34085.5	95.745	82.8055	105.204	57.4575	5747.67	738.158	5.83139	6.98832	12.0536	0.962179	0.283084	612.603	2369.8	0.0375724	5.35769	11.1366	0.837267	37.0862	33.0541	200083	1382.44	1.12967	0.0400333	0.0400333	229.634	192.265	83.33	41.7163	41.8597	44.2446	1033.24	107.211	43.3678	1033.24	99.7376	43.6294	166.268	40.3521	2.47219	0	2.47219	0	3.54567	0.0158554	0	0.242394	2.60032	1.48286	0.804592	1.05817	0	1.21677	0	1.21677	1.7283	1.32204	29736.1	1.98555	7914.19	1.00475	1.13492	1.00989	1.00989	1.06677	0.669823	0.137378	0.814623	1.1213	1.16863	1.01151	0.99883	2115.59	456.343	0	nan
344.789	78467.8	62.7907	91.5388	5142.55	34085.4	90.4876	82.8064	105.205	57.4582	5747.79	738.158	5.84857	6.98844	12.0805	0.961894	0.283946	613.485	2841.81	0.0376054	5.37746	15.8005	0.835636	37.0863	33.0542	197498	1173.14	1.1264	0.0400333	0.0400333	227.774	190.336	84.0546	41.8932	41.8121	44.2469	1032.67	110.384	41.2338	1032.67	103.047	41.7517	216.881	0.414053	2.47197	0	2.47197	0	1.62751	-5.93879	0	0.242376	2.59698	1.47948	0.80496	1.05656	0	1.21301	0	1.21301	1.72442	1.3188	29719.4	1.98065	7922.7	1.00532	1.13566	1.01042	1.01042	1.06745	0.670238	0.137403	0.814968	1.12204	1.16931	1.01208	0.999367	2122.28	457.792	0	nan
345.8	78467.8	62.7907	91.5407	5142.68	34085.3	85.8938	82.8072	105.205	57.4588	5747.9	738.158	5.85088	6.98855	12.0805	0.961873	0.284515	613.485	2737.04	0.0376054	5.37746	14.6907	0.834956	37.0865	33.0543	188874	1004.11	1.16388	0.0400333	0.0400333	227.01	189.543	83.5092	42.0319	41.9331	44.1912	1033.97	111.009	41.4784	1033.97	103.683	41.995	188.588	23.065	2.4717	0	2.4717	0	0.48177	-1.27187	0	0.242358	2.59365	1.47618	0.805322	1.05498	0	1.20997	0	1.20997	1.72056	1.31557	29702.8	1.97577	7931.2	1.0052	1.1355	1.0103	1.0103	1.0673	0.67015	0.137398	0.814894	1.12189	1.16917	1.01196	0.999253	2128.95	459.237	0	nan
346.811	78467.8	62.7907	91.5426	5142.8	34085.1	81.8064	82.8081	105.206	57.4595	5748.02	738.158	5.83291	6.98867	12.0805	0.962091	0.284271	613.485	2459.5	0.0376054	5.37746	12.0051	0.834618	37.0867	33.0545	178184	877.097	1.18142	0.0400333	0.0400333	226.634	189.153	83.0886	42.0158	41.9263	44.1652	1033.41	109.754	42.254	1033.41	102.382	42.6673	171.057	36.7276	2.47128	0	2.47128	0	2.16681	4.15382	0	0.24234	2.59034	1.47305	0.805678	1.05343	0	1.20708	0	1.20708	1.7167	1.31237	29686.3	1.97094	7939.68	1.00472	1.13487	1.00986	1.00986	1.06672	0.669795	0.137376	0.814599	1.12125	1.16858	1.01148	0.998793	2135.6	460.677	0	nan
347.822	78467.8	62.7907	91.5444	5142.93	34085	78.1465	82.8089	105.207	57.4602	5748.14	738.158	5.80966	6.98878	12.0805	0.962195	0.283991	613.485	2388.41	0.0376054	5.37746	11.3168	0.834261	37.0868	33.0546	167731	782.381	1.14471	0.0400333	0.0400333	226.239	188.743	83.4713	41.9898	41.9227	44.1634	1033.28	108.486	42.7763	1033.28	101.075	43.0902	167.28	39.6384	2.47083	0	2.47083	0	7.33668	4.18908	0	0.242322	2.58703	1.4701	0.806029	1.0519	0	1.20427	0	1.20427	1.71283	1.30921	29669.7	1.96615	7948.14	1.00425	1.13427	1.00943	1.00943	1.06617	0.669455	0.137356	0.814315	1.12064	1.16802	1.01101	0.998352	2142.24	462.112	0	nan
348.833	78467.8	62.7907	91.5463	5143.06	34084.9	74.8555	82.8098	105.207	57.4608	5748.25	738.158	5.78671	6.9889	12.0805	0.962198	0.28416	613.485	2368.9	0.0376054	5.37746	11.1278	0.833882	37.087	33.0547	157140	711.556	1.08833	0.0400333	0.0400333	225.82	188.307	83.3704	42.0443	41.8034	44.1685	1033.24	107.235	43.2161	1033.24	99.7648	43.4562	166.269	40.4073	2.47038	0	2.47038	0	6.46512	-0.968381	0	0.242304	2.58373	1.46725	0.806374	1.05038	0	1.20152	0	1.20152	1.70898	1.30608	29653.2	1.96141	7956.58	1.00405	1.13401	1.00925	1.00925	1.06593	0.669311	0.137347	0.814196	1.12038	1.16779	1.01082	0.998167	2148.86	463.543	0	nan
349.844	78467.8	62.7907	91.5481	5143.2	34084.7	71.886	82.8106	105.208	57.4615	5748.37	738.158	5.76549	6.98902	12.0805	0.962034	0.284818	613.55	2874.34	0.03762	5.37804	16.1155	0.833483	37.0871	33.0549	146524	658.312	1.02657	0.0400333	0.0400333	225.381	187.851	83.1186	42.187	41.9416	44.1751	1032.73	110.723	40.9988	1032.73	103.412	41.52	216.893	0.4136	2.46995	0	2.46995	0	3.73985	-8.75132	0	0.242286	2.58045	1.46437	0.806714	1.04889	0	1.19881	0	1.19881	1.70513	1.30296	29636.8	1.95668	7965	1.00414	1.13413	1.00933	1.00933	1.06604	0.669377	0.137351	0.814251	1.1205	1.16789	1.01091	0.998252	2155.47	464.97	0	nan
350.856	78467.8	62.7907	91.55	5143.33	34084.6	69.1989	82.8115	105.209	57.4622	5748.49	738.158	5.74627	6.98913	12.0805	0.961733	0.285402	613.55	2694.51	0.03762	5.37804	14.2789	0.833058	37.0873	33.055	136117	618.022	0.964333	0.0400333	0.0400333	224.915	187.367	83.8925	42.3143	41.9307	44.1821	1033.89	110.951	41.4763	1033.89	103.627	41.975	185.539	25.4745	2.46954	0	2.46954	0	1.53377	-4.02492	0	0.242268	2.57717	1.46147	0.80705	1.04741	0	1.19613	0	1.19613	1.70129	1.29985	29620.4	1.95197	7973.4	1.00422	1.13423	1.0094	1.0094	1.06613	0.669432	0.137354	0.814297	1.1206	1.16798	1.01098	0.998323	2162.06	466.392	0	nan
351.867	78467.8	62.7907	91.5518	5143.47	34084.4	66.7613	82.8123	105.209	57.4629	5748.6	738.158	5.72901	6.98925	12.0805	0.961972	0.285149	613.55	2448.78	0.03762	5.37804	11.9014	0.832686	37.0874	33.0551	126116	587.309	0.903602	0.0400333	0.0400333	224.509	186.946	83.3044	42.2849	41.8991	44.1891	1033.39	109.685	42.2758	1033.39	102.32	42.6768	170.505	37.2079	2.46914	0	2.46914	0	0.767055	-2.68156	0	0.24225	2.5739	1.45868	0.80738	1.04595	0	1.19345	0	1.19345	1.69745	1.29676	29604	1.94729	7981.78	1.00387	1.13378	1.00908	1.00908	1.06572	0.669179	0.137339	0.814086	1.12015	1.16757	1.01064	0.997995	2168.63	467.811	0	nan
352.878	78467.8	62.7907	91.5537	5143.61	34084.3	64.5453	82.8132	105.21	57.4635	5748.72	738.158	5.7136	6.98936	12.0805	0.96228	0.284761	613.55	2385.49	0.03762	5.37804	11.2886	0.832409	37.0876	33.0553	116648	563.699	0.845325	0.0400333	0.0400333	224.209	186.634	82.841	42.2291	41.8523	44.1959	1033.27	108.487	42.8862	1033.27	101.069	43.2018	167.169	39.7795	2.46876	0	2.46876	0	-0.117456	-1.71277	0	0.242232	2.57063	1.45604	0.807706	1.0445	0	1.19076	0	1.19076	1.69362	1.2937	29587.7	1.94267	7990.14	1.00347	1.13326	1.00871	1.00871	1.06524	0.668886	0.137321	0.813842	1.11962	1.16709	1.01024	0.997616	2175.19	469.225	0	nan
353.889	78467.8	62.7907	91.5555	5143.75	34084.2	62.5272	82.814	105.211	57.4642	5748.83	738.158	5.69993	6.98948	12.0805	0.962242	0.284798	614.238	2372.04	0.0376386	5.38412	11.1868	0.832156	37.0877	33.0554	107787	545.382	0.790001	0.0400333	0.0400333	223.936	186.35	83.5077	42.2507	41.8861	44.2021	1032.8	107.296	43.2906	1032.8	99.8273	43.5415	173.72	34.5201	2.4684	0	2.4684	0	-0.091029	-1.50331	0	0.242214	2.56736	1.45343	0.808028	1.04307	0	1.18808	0	1.18808	1.68979	1.29067	29571.4	1.93807	7998.48	1.00331	1.13305	1.00856	1.00856	1.06505	0.66877	0.137314	0.813745	1.11941	1.16689	1.01008	0.997465	2181.73	470.636	0	nan
354.9	78467.8	62.7907	91.5573	5143.9	34084	60.6864	82.8149	105.211	57.4649	5748.95	738.158	5.68788	6.98959	12.0805	0.962215	0.285344	614.238	2903.1	0.0376386	5.38412	16.3939	0.831919	37.0879	33.0555	99566.2	531.025	0.737873	0.0400333	0.0400333	223.682	186.085	82.6521	42.3654	41.9209	44.2079	1032.79	111.185	40.9139	1032.79	103.898	41.4614	216.902	0.413404	2.46804	0	2.46804	0	-0.172799	-5.56846	0	0.242196	2.5641	1.45078	0.808345	1.04165	0	1.1854	0	1.1854	1.68597	1.28764	29555.1	1.93349	8006.81	1.00343	1.13321	1.00868	1.00868	1.0652	0.668861	0.13732	0.813821	1.11958	1.16704	1.01021	0.997583	2188.25	472.042	0	nan
355.911	78467.8	62.7907	91.5592	5144.04	34083.9	59.0049	82.8157	105.212	57.4655	5749.06	738.158	5.67734	6.9897	12.0805	0.961815	0.28598	614.238	2656.66	0.0376386	5.38412	13.9126	0.831694	37.0881	33.0557	91991.1	519.646	0.689032	0.0400333	0.0400333	223.44	185.833	83.597	42.496	41.8098	44.2136	1033.82	111.116	41.5249	1033.82	103.803	42.0301	182.987	27.4951	2.46769	0	2.46769	0	0.0586451	-1.18164	0	0.242178	2.56085	1.44806	0.808658	1.04024	0	1.18272	0	1.18272	1.68216	1.28461	29538.9	1.92892	8015.12	1.00362	1.13345	1.00885	1.00885	1.06542	0.668997	0.137328	0.813934	1.11982	1.16727	1.01039	0.997759	2194.76	473.445	0	nan
356.922	78467.8	62.7907	91.561	5144.19	34083.7	57.4668	82.8166	105.213	57.4662	5749.18	738.158	5.68999	6.98982	12.0805	0.961908	0.28578	614.238	2439.28	0.0376386	5.38412	11.8094	0.831456	37.0882	33.0558	86330.2	510.593	0.600715	0.0400333	0.0400333	223.186	185.569	83.3526	42.4704	41.8705	44.2777	1033.37	109.879	42.3035	1033.37	102.523	42.7118	170.04	37.6161	2.4674	0	2.4674	0	0.795425	-1.44769	0	0.24216	2.55759	1.44544	0.808967	1.03885	0	1.18003	0	1.18003	1.67836	1.28161	29522.7	1.92439	8023.4	1.00337	1.13314	1.00862	1.00862	1.06513	0.668818	0.137317	0.813785	1.1195	1.16697	1.01015	0.997526	2201.26	474.844	0	nan
357.933	78467.8	62.7907	91.5647	5144.33	34083.6	76.1671	82.8183	105.214	57.4675	5749.41	738.158	5.70666	6.99005	12.0805	0.963113	0.296032	614.238	2382.9	0.0376386	5.38412	11.2635	0.844102	37.0884	33.0559	83901.4	1005.7	0.584645	0.0400333	0.0400333	237.868	200.785	84.7014	46.2578	41.9484	44.2798	1033.27	108.639	42.9326	1033.27	101.237	43.2567	167.088	39.8943	2.46714	0	2.46714	0	4.24222	-2.80714	0	0.242143	2.55429	1.44522	0.809276	1.03762	0	1.18886	0	1.18886	1.67455	1.27872	29506.6	1.91995	8031.67	0.984907	1.10929	0.991639	0.991639	1.04317	0.655388	0.136506	0.802602	1.09545	1.14486	0.991883	0.980122	2207.74	476.242	0	nan
358.944	78467.8	62.7907	91.5665	5144.48	34083.4	93.3828	82.8191	105.215	57.4682	5749.52	738.158	5.72324	6.99016	12.0805	0.962698	0.288249	614.683	2413.22	0.0376445	5.38805	11.6213	0.845372	37.0885	33.056	96878.6	1715.7	0.640832	0.0400333	0.0400333	239.454	202.428	83.1604	43.431	41.8573	44.2819	1032.31	107.537	43.1733	1032.31	100.11	43.456	200.819	13.0695	2.46688	0	2.46688	0	7.10357	-4.66558	0	0.242125	2.5509	1.44504	0.809588	1.03638	0	1.1863	0	1.1863	1.67074	1.27579	29490.4	1.91557	8039.91	0.997601	1.12568	1.00331	1.00331	1.05827	0.664621	0.137064	0.81029	1.11198	1.16006	1.00444	0.992088	2214.22	477.645	0	nan
359.956	78467.8	62.7907	91.5683	5144.62	34083.3	101.553	82.8199	105.215	57.4688	5749.64	738.158	5.7398	6.99028	12.0805	0.962245	0.285965	614.683	2929	0.0376445	5.38805	16.6447	0.84356	37.0887	33.0562	120815	2035.91	0.745488	0.0400333	0.0400333	237.209	200.1	83.0312	42.5258	41.8486	44.284	1032.84	111.423	40.8781	1032.84	104.167	41.4528	216.911	0.413312	2.46662	0	2.46662	0	8.95844	-9.25378	0	0.242108	2.54748	1.44326	0.8099	1.03503	0	1.17917	0	1.17917	1.66695	1.27275	29474.4	1.91113	8048.13	1.00289	1.13251	1.00817	1.00817	1.06455	0.668464	0.137296	0.813491	1.11887	1.16639	1.00967	0.997068	2220.68	479.047	0	nan
360.967	78467.8	62.7907	91.5701	5144.76	34083.2	104.724	82.8208	105.216	57.4695	5749.75	738.158	5.75638	6.99039	12.0805	0.962232	0.284939	614.683	2623.13	0.0376445	5.38805	13.5882	0.841966	37.0888	33.0563	145978	2079.16	0.85809	0.0400333	0.0400333	235.269	198.089	82.6479	42.1715	41.8851	44.2865	1033.75	110.921	41.7006	1033.75	103.63	42.21	180.847	29.2215	2.46638	0	2.46638	0	8.90084	-4.84552	0	0.24209	2.54404	1.44064	0.810211	1.03362	0	1.1728	0	1.1728	1.66318	1.26964	29458.3	1.90667	8056.32	1.0046	1.13472	1.00975	1.00975	1.06659	0.669713	0.137371	0.81453	1.1211	1.16845	1.01136	0.998686	2227.14	480.448	0	nan
361.978	78467.8	62.7907	91.572	5144.89	34083	105.14	82.8216	105.217	57.4702	5749.87	738.158	5.77305	6.99051	12.0805	0.962234	0.284128	614.683	2430.79	0.0376445	5.38805	11.7272	0.840618	37.089	33.0564	167251	1987.12	0.956911	0.0400333	0.0400333	233.654	196.414	83.9449	41.9728	41.9077	44.2894	1033.36	109.567	42.5226	1033.36	102.233	42.9283	169.633	37.982	2.46615	0	2.46615	0	8.71039	-2.84325	0	0.242072	2.5406	1.43778	0.810518	1.0322	0	1.16749	0	1.16749	1.65941	1.26654	29442.3	1.90224	8064.5	1.00486	1.13506	1.00999	1.00999	1.0669	0.669903	0.137383	0.814689	1.12144	1.16876	1.01162	0.998933	2233.58	481.847	0	nan
362.989	78467.8	62.7907	91.5738	5145.02	34082.9	103.996	82.8225	105.217	57.4708	5749.98	738.158	5.78983	6.99062	12.0805	0.962482	0.283895	614.683	2380.57	0.0376445	5.38805	11.2409	0.839602	37.0892	33.0566	183037	1841	1.03416	0.0400333	0.0400333	232.453	195.168	83.3167	41.9288	41.8832	44.2922	1033.26	108.274	43.1304	1033.26	100.888	43.4458	167.016	40.0021	2.46592	0	2.46592	0	7.25263	-1.29207	0	0.242054	2.53715	1.43488	0.810821	1.03077	0	1.16295	0	1.16295	1.65564	1.26346	29426.3	1.89785	8072.66	1.00478	1.13496	1.00992	1.00992	1.0668	0.669843	0.137379	0.814639	1.12134	1.16866	1.01154	0.998856	2240	483.242	0	nan
364	78467.8	62.7907	91.5756	5145.15	34082.8	101.944	82.8233	105.218	57.4715	5750.1	738.158	5.80672	6.99073	12.0805	0.962419	0.284328	615.464	2474.08	0.0376199	5.39497	12.227	0.838812	37.0893	33.0567	193361	1681.11	1.08881	0.0400333	0.0400333	231.529	194.209	83.3457	42.0278	41.953	44.2946	1032.17	107.596	43.0226	1032.17	100.199	43.3263	212.857	3.53386	2.4657	0	2.4657	0	6.06417	-3.23369	0	0.242036	2.53371	1.43194	0.81112	1.02935	0	1.15894	0	1.15894	1.65187	1.2604	29410.4	1.89347	8080.8	1.00478	1.13496	1.00992	1.00992	1.0668	0.669844	0.137379	0.81464	1.12134	1.16866	1.01154	0.998857	2246.41	484.634	0	nan
365.011	78467.8	62.7907	91.5774	5145.27	34082.6	99.1537	82.8241	105.219	57.4721	5750.21	738.158	5.82373	6.99085	12.0805	0.962167	0.284996	615.464	2958.38	0.0376199	5.39497	16.93	0.83809	37.0895	33.0568	198831	1521.23	1.12253	0.0400333	0.0400333	230.69	193.339	83.4032	42.1563	41.8224	44.297	1032.88	111.492	40.9154	1032.88	104.241	41.4929	216.919	0.413256	2.46549	0	2.46549	0	4.17654	-6.15075	0	0.242019	2.53028	1.4289	0.811414	1.02794	0	1.15521	0	1.15521	1.64812	1.25734	29394.5	1.8891	8088.92	1.00501	1.13525	1.01013	1.01013	1.06707	0.670009	0.137389	0.814777	1.12163	1.16893	1.01177	0.99907	2252.8	486.022	0	nan
366.022	78467.8	62.7907	91.5792	5145.39	34082.5	94.393	82.825	105.22	57.4728	5750.32	738.158	5.84085	6.99096	12.0805	0.96207	0.284212	615.464	2592.95	0.0376199	5.39497	13.296	0.836697	37.0896	33.057	199792	1329.57	1.13583	0.0400333	0.0400333	229.086	191.675	83.6832	41.8951	41.9222	44.2995	1033.69	110.768	41.8306	1033.69	103.465	42.319	178.828	30.8751	2.46527	0	2.46527	0	2.57097	-1.62438	0	0.242001	2.52686	1.42568	0.811703	1.02653	0	1.15116	0	1.15116	1.64438	1.25427	29378.6	1.88474	8097.02	1.00603	1.13657	1.01107	1.01107	1.06829	0.670754	0.137434	0.815397	1.12297	1.17016	1.01278	1.00004	2259.18	487.406	0	nan
