Time(s)	PatientWeight(g)	HeartRate(1/min)	HeartStrokeVolume(mL)	BloodVolume(mL)	ExtravascularFluidVolume(mL)	ArterialPressure(mmHg)	MeanArterialPressure(mmHg)	SystolicArterialPressure(mmHg)	DiastolicArterialPressure(mmHg)	CardiacOutput(mL/min)	HemoglobinContent(g)	CentralVenousPressure(mmHg)	PulmonaryCapillariesWedgePressure(mmHg)	RespirationRate(1/min)	OxygenSaturation	CarbonDioxideSaturation	TidalVolume(mL)	TotalLungVolume(mL)	EndTidalCarbonDioxideFraction	TotalAlveolarVentilation(L/min)	TranspulmonaryPressure(cmH2O)	RespiratoryQuotient	CoreTemperature(degC)	SkinTemperature(degC)	GlomerularFiltrationRate(mL/day)	RenalBloodFlow(mL/min)	UrineProductionRate(mL/min)	LeftAfferentArterioleResistance(mmHg_min/mL)	RightAfferentArterioleResistance(mmHg_min/mL)	OxygenConsumptionRate(mL/min)	CarbonDioxideProductionRate(mL/min)	Aorta-Vascular-Oxygen-PartialPressure(mmHg)	Aorta-Vascular-CarbonDioxide-PartialPressure(mmHg)	VenaCava-Vascular-Oxygen-PartialPressure(mmHg)	VenaCava-Vascular-CarbonDioxide-PartialPressure(mmHg)	LeftAlveoli-Pulmonary-Pressure(cmH2O)	LeftAlveoli-Pulmonary-Oxygen-PartialPressure(mmHg)	LeftAlveoli-Pulmonary-CarbonDioxide-PartialPressure(mmHg)	RightAlveoli-Pulmonary-Pressure(cmH2O)	RightAlveoli-Pulmonary-Oxygen-PartialPressure(mmHg)	RightAlveoli-Pulmonary-CarbonDioxide-PartialPressure(mmHg)	Trachea-Pulmonary-Oxygen-PartialPressure(cmH2O)	Trachea-Pulmonary-CarbonDioxide-PartialPressure(cmH2O)	RightTubules-Urine-Sodium-Concentration(mg/mL)	RightTubules-Urine-Albumin-Concentration(mg/mL)	LeftTubules-Urine-Sodium-Concentration(mg/mL)	LeftTubules-Urine-Albumin-Concentration(mg/mL)	Oxygen-AlveolarTransfer(mL/s)	CarbonDioxide-AlveolarTransfer(mL/s)	NeuromuscularBlockLevel	SedationLevel	Brain-Tissue-Rocuronium-ExtravascularConcentration(ug/mL)	Brain-Vascular-Rocuronium-Concentration(ug/mL)	Fat-Tissue-Rocuronium-ExtravascularConcentration(ug/mL)	Fat-Vascular-Rocuronium-Concentration(ug/mL)	LeftKidney-Tissue-Rocuronium-ExtravascularConcentration(ug/mL)	LeftKidney-Vascular-Rocuronium-Concentration(ug/mL)	RightKidney-Tissue-Rocuronium-ExtravascularConcentration(ug/mL)	RightKidney-Vascular-Rocuronium-Concentration(ug/mL)	Liver-Tissue-Rocuronium-ExtravascularConcentration(ug/mL)	Liver-Vascular-Rocuronium-Concentration(ug/mL)	Rocuronium-MassInBody(ug)	Rocuronium-PlasmaConcentration(ug/mL)	Rocuronium-RemainingSystemicMassCleared(ug)	Rocuronium-Kidneys-PartitionCoefficient	Rocuronium-Brain-PartitionCoefficient	Rocuronium-RightLung-PartitionCoefficient	Rocuronium-LeftLung-PartitionCoefficient	Rocuronium-Liver-PartitionCoefficient	Rocuronium-Bone-PartitionCoefficient	Rocuronium-Fat-PartitionCoefficient	Rocuronium-Skin-PartitionCoefficient	Rocuronium-Muscle-PartitionCoefficient	Rocuronium-Spleen-PartitionCoefficient	Rocuronium-Gut-PartitionCoefficient	Rocuronium-Myocardium-PartitionCoefficient	Rocuronium-Liver-MassCleared(ug)	Rocuronium-Liver-MassExcreted(ug)	Rocuronium-Kidneys-MassCleared(ug)	Rocuronium-Kidneys-MassExcreted(ug)	
125.378	78467.8	96.4286	49.5441	5065.83	34162.1	117.473	106.621	119.188	88.1121	4777.47	738.158	4.27325	5.08464	0	0.736092	0.299003	0	2361.25	0.0367687	0	11.0537	0.819968	37.0562	33.0113	182231	1726.65	0.925654	0.0559242	0.0559242	210.338	172.47	39.6379	45.394	34.8765	45.7849	1033.23	41.8706	45.9634	1033.23	39.9886	45.9632	174.097	37.9904	2.57627	0	2.57627	0	0.840075	-0.722318	0.934988	0	3.37576	3.93043	0.588517	3.88322	0	5.93345	0	5.93345	2.67419	3.36482	48185.4	7.98047	1554.79	1.10659	1.2529	1.10815	1.10815	1.17831	0.72788	0.14005	0.878572	1.24505	1.2787	1.10677	1.09859	4.07654	255.725	0	nan
126.389	78467.8	96.4286	49.2414	5065.18	34162.8	95.4653	106.616	119.181	88.1212	4748.28	738.158	4.22851	5.0705	0	0.733445	0.29778	0	2361.25	0.0367687	0	11.0537	0.817645	37.0564	33.0111	189993	1036.61	1.08063	0.0563857	0.0563857	208.109	170.159	39.4011	44.9361	34.7089	45.7383	1033.23	41.561	45.8798	1033.23	39.746	45.8718	174.097	37.9904	2.576	0	2.576	0	0.741632	-1.18931	0.934614	0	3.38953	3.90647	0.593627	3.86187	0	5.86109	0	5.86109	2.69128	3.35605	48172.2	7.93164	1562.92	1.10895	1.25593	1.11032	1.11032	1.18111	0.729568	0.140133	0.879992	1.24812	1.28152	1.10909	1.10082	4.16381	260.746	0	nan
127.4	78467.8	96.4286	48.873	5064.57	34163.4	114.233	106.471	118.982	88.0755	4712.75	738.158	4.29417	5.0499	0	0.728928	0.297496	0	2361.25	0.0367687	0	11.0537	0.8183	37.0566	33.0108	207796	1602.87	1.03108	0.0558587	0.0558587	208.739	170.811	39.195	44.8089	34.5454	45.8524	1033.23	41.2531	46.0158	1033.23	39.5012	46.0144	174.097	37.9904	2.57655	0	2.57655	0	0.8346	1.3165	0.934284	0	3.40269	3.89072	0.598549	3.84196	0	5.81032	0	5.81032	2.70794	3.34767	48159	7.88906	1570.99	1.10975	1.25696	1.11107	1.11107	1.18206	0.730145	0.140162	0.880477	1.24917	1.28249	1.10988	1.10158	4.25164	265.757	0	nan
128.411	78467.8	96.4286	48.7296	5063.93	34164	88.6171	106.418	118.911	88.0633	4698.92	738.158	4.20899	5.04175	0	0.726728	0.298251	0	2361.25	0.0367687	0	11.0537	0.816426	37.0569	33.0105	173755	917.198	0.891469	0.056717	0.056717	206.966	168.972	39.0348	45.058	34.4031	45.8879	1033.23	40.961	45.9851	1033.23	39.2692	45.9812	174.097	37.9904	2.57585	0	2.57585	0	0.628709	-1.85624	0.933922	0	3.41506	3.86915	0.603219	3.82226	0	5.7705	0	5.7705	2.7242	3.33888	48145.9	7.8428	1579.01	1.10881	1.25575	1.11019	1.11019	1.18094	0.729467	0.140128	0.879907	1.24794	1.28136	1.10895	1.10069	4.33999	270.748	0	nan
129.422	78467.8	96.4286	48.4844	5063.29	34164.7	104.145	106.351	118.83	88.0551	4675.28	738.158	4.24494	5.029	0	0.722279	0.298076	0	2361.25	0.0367687	0	11.0537	0.817023	37.0571	33.0101	203498	1255.62	1.16284	0.0561616	0.0561616	207.533	169.56	38.6692	44.9691	34.2148	45.825	1033.23	40.6693	45.9188	1033.23	39.0381	45.9057	174.097	37.9904	2.57622	0	2.57622	0	0.827979	1.00135	0.93358	0	3.42821	3.85221	0.608193	3.8018	0	5.71643	0	5.71643	2.74039	3.33072	48132.8	7.79956	1586.98	1.10943	1.25655	1.11077	1.11077	1.18168	0.729916	0.14015	0.880285	1.24876	1.28211	1.10957	1.10128	4.42888	275.829	0	nan
130.433	78467.8	96.4286	48.293	5062.67	34165.3	116.363	106.327	118.822	88.0601	4656.83	738.158	4.2268	5.0206	0	0.718312	0.300046	0	2361.25	0.0367687	0	11.0537	0.818004	37.0574	33.0098	179113	1687.39	0.910931	0.0561795	0.0561795	208.471	170.53	38.4007	45.6493	34.0535	45.9544	1033.23	40.3762	46.1267	1033.23	38.8003	46.129	174.097	37.9904	2.57599	0	2.57599	0	0.78011	-0.914024	0.933255	0	3.43999	3.83777	0.612699	3.78326	0	5.69985	0	5.69985	2.756	3.32244	48119.8	7.75878	1594.89	1.10644	1.25271	1.10801	1.10801	1.17814	0.727774	0.140045	0.878483	1.24486	1.27852	1.10663	1.09845	4.51828	280.837	0	nan
131.444	78467.8	98.1818	48.2167	5062.01	34165.9	95.5539	106.654	118.833	88.6214	4734	738.158	4.18433	5.02373	0	0.715639	0.298565	0	2361.25	0.0367687	0	11.0537	0.815795	37.0576	33.0095	190146	1042.88	1.07978	0.0561701	0.0561701	206.389	168.371	38.2851	45.0971	33.9028	45.9079	1033.23	40.0935	46.044	1033.23	38.5739	46.0385	174.097	37.9904	2.57567	0	2.57567	0	0.671744	-1.12845	0.932888	0	3.45254	3.81566	0.617509	3.76266	0	5.62913	0	5.62913	2.7716	3.31408	48106.7	7.71335	1602.75	1.10927	1.25634	1.11062	1.11062	1.18149	0.729797	0.140145	0.880185	1.24854	1.28191	1.10941	1.10112	4.6082	285.942	0	nan
132.456	78467.8	98.1818	47.7497	5061.36	34166.6	112.161	106.963	119.211	88.8528	4688.15	738.158	4.2551	4.99693	0	0.71126	0.298368	0	2361.25	0.0367687	0	11.0537	0.81631	37.0578	33.0092	209468	1511.37	1.06253	0.05631	0.05631	206.876	168.875	37.9446	45	33.7993	45.9713	1033.23	39.8114	46.1666	1033.23	38.3444	46.1666	174.097	37.9904	2.57626	0	2.57626	0	0.718354	1.20411	0.932557	0	3.46468	3.80049	0.622198	3.74315	0	5.58141	0	5.58141	2.78688	3.3061	48093.7	7.67278	1610.56	1.10994	1.2572	1.11124	1.11124	1.18229	0.730281	0.140168	0.880591	1.24942	1.28272	1.11007	1.10176	4.69861	291.055	0	nan
133.467	78467.8	98.1818	47.4538	5060.71	34167.2	100.816	106.871	119.063	88.8426	4659.1	738.158	4.18387	4.97974	0	0.708622	0.306295	0	2361.25	0.0367687	0	11.0537	0.814605	37.0581	33.0089	170439	1137.03	0.876403	0.0566898	0.0566898	205.291	167.231	37.7736	47.8705	33.6001	46.0564	1033.23	39.5425	46.1831	1033.23	38.1254	46.1842	174.097	37.9904	2.57558	0	2.57558	0	0.629435	-2.4565	0.93221	0	3.4759	3.78269	0.626576	3.72446	0	5.58015	0	5.58015	2.80174	3.29781	48080.8	7.63064	1618.32	1.0962	1.23956	1.09855	1.09855	1.16598	0.720436	0.139685	0.872311	1.23149	1.26624	1.09655	1.08878	4.78952	296.131	0	nan
134.478	78467.8	98.1818	47.3459	5060.05	34167.9	100.396	106.842	119.011	88.8478	4648.5	738.158	4.18565	4.97298	0	0.70478	0.298961	0	2361.25	0.0367687	0	11.0537	0.814972	37.0583	33.0086	198095	1149.28	1.12739	0.0567664	0.0567664	205.636	167.587	37.6304	45.1653	33.4629	46.0004	1033.23	39.2744	46.1095	1033.23	37.9076	46.1029	174.097	37.9904	2.57561	0	2.57561	0	0.721198	-1.86126	0.931858	0	3.48801	3.76463	0.631314	3.70427	0	5.49751	0	5.49751	2.8166	3.28991	48067.8	7.58842	1626.03	1.1096	1.25677	1.11093	1.11093	1.18188	0.730038	0.140156	0.880387	1.24898	1.28231	1.10974	1.10144	4.88091	301.314	0	nan
135.489	78467.8	98.1818	47.1708	5059.41	34168.5	118.755	106.825	118.962	88.8794	4631.32	738.158	4.21462	4.96216	0	0.700532	0.299687	0	2361.25	0.0367687	0	11.0537	0.815566	37.0586	33.0083	198362	1722.15	0.989107	0.0569021	0.0569021	206.195	168.165	37.3595	45.4078	33.3099	46.1224	1033.23	39.0052	46.2916	1033.23	37.685	46.2956	174.097	37.9904	2.57576	0	2.57576	0	0.748798	0.429635	0.931537	0	3.49913	3.75152	0.635706	3.68585	0	5.46479	0	5.46479	2.83099	3.28212	48054.9	7.55026	1633.69	1.10853	1.2554	1.10994	1.10994	1.18062	0.729273	0.140119	0.879743	1.24758	1.28103	1.10869	1.10043	4.97277	306.443	0	nan
136.5	78467.8	98.1818	47.1007	5058.74	34169.2	91.2098	106.832	118.958	88.9013	4624.44	738.158	4.13681	4.95793	0	0.698365	0.299456	0	2361.25	0.0367687	0	11.0537	0.813644	37.0588	33.0079	179215	967.229	0.964159	0.0565321	0.0565321	204.421	166.326	37.164	45.2972	33.123	46.159	1033.23	38.7494	46.2283	1033.23	37.4755	46.2271	174.097	37.9904	2.57505	0	2.57505	0	0.544063	-0.609112	0.931177	0	3.51011	3.73126	0.640068	3.66673	0	5.41844	0	5.41844	2.84517	3.27402	48042	7.50781	1641.3	1.10941	1.25652	1.11075	1.11075	1.18166	0.7299	0.14015	0.880271	1.24873	1.28208	1.10955	1.10126	5.06511	311.594	0	nan
137.511	78467.8	98.1818	46.9926	5058.08	34169.9	105.836	106.848	118.969	88.9357	4613.82	738.158	4.18695	4.95136	0	0.694072	0.2993	0	2361.25	0.0367687	0	11.0537	0.814135	37.0591	33.0076	204863	1297.45	1.16955	0.0565089	0.0565089	204.877	166.798	36.8887	45.2154	32.9469	46.0923	1033.23	38.4963	46.1844	1033.23	37.2676	46.1752	174.097	37.9904	2.57548	0	2.57548	0	0.718575	4.31239	0.930845	0	3.5214	3.71648	0.644568	3.64755	0	5.37187	0	5.37187	2.85919	3.26643	48029.2	7.46908	1648.86	1.11	1.25727	1.11129	1.11129	1.18235	0.73032	0.14017	0.880624	1.24949	1.28278	1.11012	1.10181	5.1579	316.801	0	nan
138.522	78467.8	100	46.9052	5057.42	34170.5	117.884	107.231	119.018	89.5621	4690.52	738.158	4.17162	4.95264	0	0.690176	0.301056	0	2361.25	0.0367687	0	11.0537	0.814756	37.0593	33.0073	185327	1712.26	0.936874	0.0564629	0.0564629	205.457	167.397	36.6283	45.819	32.8288	46.2232	1033.23	38.2373	46.3868	1033.23	37.0495	46.3927	174.097	37.9904	2.5752	0	2.5752	0	0.689668	-0.666572	0.930522	0	3.53174	3.70344	0.648738	3.62979	0	5.35526	0	5.35526	2.87278	3.25879	48016.4	7.43178	1656.38	1.10743	1.25398	1.10892	1.10892	1.17931	0.728483	0.14008	0.879079	1.24615	1.27971	1.1076	1.09939	5.25113	321.955	0	nan
139.533	78467.8	100	46.7286	5056.73	34171.2	94.6387	107.563	119.409	89.8064	4672.86	738.158	4.11919	4.93839	0	0.687714	0.299862	0	2361.25	0.0367687	0	11.0537	0.812767	37.0596	33.0069	186318	1022.19	1.05534	0.0569604	0.0569604	203.634	165.507	36.5477	45.371	32.6882	46.1789	1033.23	37.9915	46.3176	1033.23	36.8453	46.3169	174.097	37.9904	2.57473	0	2.57473	0	0.55301	-0.893052	0.930159	0	3.5426	3.68346	0.653129	3.61035	0	5.2963	0	5.2963	2.88635	3.25099	48003.6	7.39026	1663.85	1.1097	1.25689	1.11102	1.11102	1.182	0.730108	0.14016	0.880446	1.24911	1.28243	1.10983	1.10153	5.34482	327.199	0	nan
140.544	78467.8	100	46.2819	5056.06	34171.9	108.597	107.538	119.351	89.8309	4628.19	738.158	4.18165	4.91682	0	0.683531	0.299748	0	2361.25	0.0367687	0	11.0537	0.813163	37.0598	33.0066	205312	1364.24	1.16593	0.0576058	0.0576058	204	165.885	36.2855	45.305	32.5252	46.1919	1033.23	37.7478	46.3737	1033.23	36.6403	46.3727	174.097	37.9904	2.57522	0	2.57522	0	0.63838	11.8237	0.929827	0	3.55326	3.66961	0.657478	3.59164	0	5.25356	0	5.25356	2.89968	3.24358	47990.8	7.35271	1671.27	1.11022	1.25756	1.11149	1.11149	1.18261	0.730477	0.140178	0.880756	1.24978	1.28305	1.11034	1.10202	5.43894	332.463	0	nan
141.556	78467.8	100	46.0303	5055.39	34172.5	115.758	107.425	119.184	89.8026	4603.03	738.158	4.14954	4.90176	0	0.679917	0.302124	0	2361.25	0.0367687	0	11.0537	0.813606	37.06	33.0063	178895	1630.1	0.909391	0.0570783	0.0570783	204.412	166.311	36.1032	46.1366	32.3729	46.3231	1033.23	37.5052	46.4856	1033.23	36.4349	46.4928	174.097	37.9904	2.57476	0	2.57476	0	0.655168	-1.13607	0.9295	0	3.56307	3.6568	0.661522	3.57419	0	5.245	0	5.245	2.91262	3.23611	47978.1	7.31601	1678.65	1.10649	1.25277	1.10805	1.10805	1.17819	0.727808	0.140047	0.878512	1.24492	1.27858	1.10668	1.0985	5.53349	337.678	0	nan
142.567	78467.8	100	45.9287	5054.7	34173.2	95.8103	107.38	119.122	89.7909	4592.87	738.158	4.10832	4.89558	0	0.67735	0.300337	0	2361.25	0.0367687	0	11.0537	0.811734	37.0603	33.0059	187808	1045.54	1.06391	0.0574574	0.0574574	202.714	164.549	35.9236	45.4719	32.2225	46.2759	1033.23	37.27	46.4115	1033.23	36.2371	46.4115	174.097	37.9904	2.57435	0	2.57435	0	0.569408	-1.03604	0.929143	0	3.57339	3.63835	0.665785	3.55523	0	5.18174	0	5.18174	2.9255	3.22857	47965.4	7.2764	1685.98	1.10985	1.25709	1.11116	1.11116	1.18218	0.730218	0.140165	0.880539	1.24931	1.28261	1.10998	1.10168	5.62846	342.972	0	nan
143.578	78467.8	100	45.7605	5054.02	34173.9	110.093	107.314	119.035	89.7758	4576.05	738.158	4.17189	4.8855	0	0.67324	0.300187	0	2361.25	0.0367687	0	11.0537	0.812119	37.0605	33.0056	205722	1417.97	1.14514	0.0575199	0.0575199	203.067	164.914	35.6669	45.3939	32.1156	46.2972	1033.23	37.0339	46.5169	1033.23	36.0354	46.5206	174.097	37.9904	2.57481	0	2.57481	0	0.592322	1.01548	0.928819	0	3.58337	3.62558	0.669939	3.53724	0	5.14122	0	5.14122	2.9381	3.22138	47952.7	7.24074	1693.27	1.11041	1.25781	1.11168	1.11168	1.18285	0.730619	0.140185	0.880876	1.25004	1.28328	1.11053	1.1022	5.72384	348.26	0	nan
144.589	78467.8	100	45.6301	5053.34	34174.6	112.764	107.27	118.992	89.7595	4563.01	738.158	4.12482	4.87807	0	0.669904	0.303524	0	2361.25	0.0367687	0	11.0537	0.81219	37.0608	33.0053	175500	1530.28	0.896301	0.0564068	0.0564068	203.137	164.986	35.4763	46.5795	31.8957	46.4225	1033.23	36.8055	46.5722	1033.23	35.8397	46.5798	174.097	37.9904	2.57419	0	2.57419	0	0.588912	-1.61905	0.928493	0	3.59261	3.61276	0.673818	3.5203	0	5.14015	0	5.14015	2.95034	3.2141	47940.2	7.20518	1700.52	1.10487	1.25069	1.10656	1.10656	1.17627	0.726645	0.13999	0.877533	1.2428	1.27663	1.10508	1.09697	5.81963	353.502	0	nan
145.6	78467.8	100	45.5749	5052.64	34175.3	97.068	107.26	118.985	89.764	4557.49	738.158	4.09462	4.87515	0	0.667132	0.300767	0	2361.25	0.0367687	0	11.0537	0.810682	37.061	33.0049	191465	1073.05	1.08505	0.0570014	0.0570014	201.785	163.584	35.2959	45.5574	31.7747	46.3729	1033.23	36.5795	46.4987	1033.23	35.6474	46.499	174.097	37.9904	2.57385	0	2.57385	0	0.555397	-1.19792	0.928144	0	3.60243	3.59536	0.677955	3.5018	0	5.07202	0	5.07202	2.96255	3.20684	47927.5	7.16746	1707.72	1.11007	1.25737	1.11136	1.11136	1.18244	0.730375	0.140173	0.880671	1.24959	1.28288	1.1102	1.10188	5.91582	358.831	0	nan
146.611	78467.8	100	45.4775	5051.96	34176	111.794	107.284	119.025	89.8038	4547.75	738.158	4.15715	4.87119	0	0.663057	0.30059	0	2361.25	0.0367687	0	11.0537	0.811077	37.0613	33.0046	207612	1479.83	1.09508	0.0572419	0.0572419	202.144	163.954	35.0214	45.4688	31.5934	46.4175	1033.23	36.3525	46.6182	1033.23	35.4506	46.6233	174.097	37.9904	2.57428	0	2.57428	0	0.596101	1.17447	0.927826	0	3.61182	3.58323	0.681938	3.48441	0	5.03405	0	5.03405	2.97445	3.19986	47915	7.13344	1714.88	1.11069	1.25816	1.11193	1.11193	1.18317	0.730814	0.140195	0.88104	1.25039	1.28361	1.1108	1.10246	6.0124	364.141	0	nan
147.622	78467.8	101.887	45.3991	5051.26	34176.6	111.37	107.678	119.116	90.4281	4625.57	738.158	4.10247	4.87537	0	0.659876	0.304655	0	2361.25	0.0367687	0	11.0537	0.810676	37.0615	33.0042	175501	1458.02	0.896027	0.0567537	0.0567537	201.791	163.587	34.9493	46.9249	31.5147	46.5219	1033.23	36.1334	46.6584	1033.23	35.2613	46.6664	174.097	37.9904	2.5736	0	2.5736	0	0.576071	-1.98796	0.927498	0	3.62062	3.57019	0.685705	3.46777	0	5.03608	0	5.03608	2.98605	3.19278	47902.5	7.09872	1722	1.10374	1.24924	1.10551	1.10551	1.17493	0.725835	0.13995	0.876852	1.24133	1.27528	1.10397	1.0959	6.10936	369.416	0	nan
148.633	78467.8	101.887	45.2309	5050.55	34177.4	97.439	108.012	119.519	90.671	4608.44	738.158	4.07626	4.86279	0	0.657012	0.301207	0	2361.25	0.0367687	0	11.0537	0.809597	37.0618	33.0039	191343	1071.32	1.0836	0.0578373	0.0578373	200.836	162.596	34.6797	45.6453	31.3094	46.4723	1033.23	35.9161	46.5977	1033.23	35.074	46.5992	174.097	37.9904	2.57329	0	2.57329	0	0.537727	-1.17198	0.927148	0	3.63006	3.55338	0.689759	3.44952	0	4.96736	0	4.96736	2.99767	3.18572	47889.9	7.06196	1729.08	1.11029	1.25765	1.11156	1.11156	1.1827	0.73053	0.140181	0.880801	1.24987	1.28313	1.11041	1.10209	6.20671	374.8	0	nan
149.644	78467.8	101.887	44.8265	5049.85	34178	110.246	107.995	119.486	90.6886	4567.23	738.158	4.13529	4.84443	0	0.653018	0.30111	0	2361.25	0.0367687	0	11.0537	0.8099	37.062	33.0035	205784	1406.48	1.15143	0.0581567	0.0581567	201.11	162.879	34.5115	45.5855	31.1914	46.493	1033.23	35.6981	46.7095	1033.23	34.8837	46.7148	174.097	37.9904	2.57371	0	2.57371	0	0.556086	0.979455	0.926825	0	3.63911	3.54136	0.693679	3.43225	0	4.93089	0	4.93089	3.00903	3.17891	47877.4	7.02829	1736.12	1.11077	1.25827	1.11201	1.11201	1.18327	0.730875	0.140198	0.881091	1.2505	1.28371	1.11089	1.10254	6.30442	380.176	0	nan
150.656	78467.8	101.887	44.6187	5049.16	34178.7	116.015	107.879	119.329	90.6447	4546.06	738.158	4.09997	4.83189	0	0.649578	0.303503	0	2361.25	0.0367687	0	11.0537	0.81007	37.0622	33.0032	180304	1630.69	0.914629	0.0571787	0.0571787	201.268	163.041	34.2668	46.4258	31.0324	46.6202	1033.23	35.4871	46.7762	1033.23	34.6976	46.7855	174.097	37.9904	2.57318	0	2.57318	0	0.582255	-1.11199	0.926503	0	3.64754	3.52986	0.697369	3.41593	0	4.92468	0	4.92468	3.02009	3.17206	47865	6.99504	1743.11	1.10704	1.25348	1.10856	1.10856	1.17884	0.7282	0.140066	0.878841	1.24563	1.27923	1.10721	1.09902	6.4025	385.513	0	nan
151.667	78467.8	101.887	44.5315	5048.44	34179.5	95.3572	107.83	119.268	90.6261	4537.18	738.158	4.05498	4.82673	0	0.647133	0.301732	0	2361.25	0.0367687	0	11.0537	0.808356	37.0625	33.0028	185942	1032.77	1.05128	0.0580056	0.0580056	199.76	161.478	34.1721	45.7663	30.8844	46.5739	1033.23	35.2795	46.7069	1033.23	34.5162	46.7095	174.097	37.9904	2.57269	0	2.57269	0	0.488484	-0.906579	0.926154	0	3.65633	3.51343	0.701229	3.39839	0	4.86854	0	4.86854	3.03108	3.16513	47852.5	6.95941	1750.07	1.11034	1.25772	1.11161	1.11161	1.18276	0.730567	0.140182	0.880832	1.24994	1.2832	1.11046	1.10214	6.50095	390.918	0	nan
152.678	78467.8	101.887	44.3791	5047.74	34180.2	107.462	107.758	119.186	90.6006	4521.64	738.158	4.10831	4.81846	0	0.643213	0.301632	0	2361.25	0.0367687	0	11.0537	0.808652	37.0627	33.0025	204422	1321.29	1.16571	0.0580798	0.0580798	200.025	161.751	33.9954	45.7065	30.7734	46.5861	1033.23	35.0759	46.6954	1033.23	34.3372	46.6925	174.097	37.9904	2.57302	0	2.57302	0	0.581268	8.99126	0.925833	0	3.66492	3.50187	0.70503	3.38155	0	4.83296	0	4.83296	3.04185	3.15851	47840.1	6.92688	1756.99	1.11081	1.25832	1.11204	1.11204	1.18332	0.730902	0.140199	0.881114	1.25055	1.28376	1.11092	1.10258	6.59974	396.327	0	nan
153.689	78467.8	101.887	44.2565	5047.04	34180.8	118.303	107.708	119.148	90.573	4509.16	738.158	4.09494	4.8128	0	0.639576	0.303233	0	2361.25	0.0367687	0	11.0537	0.80888	37.063	33.0021	188220	1720.04	0.947206	0.0567469	0.0567469	200.232	161.964	33.75	46.2575	30.5964	46.7179	1033.23	34.8653	46.8773	1033.23	34.1492	46.8874	174.097	37.9904	2.57266	0	2.57266	0	0.582298	-0.38504	0.92552	0	3.67293	3.49149	0.708606	3.36573	0	4.81958	0	4.81958	3.05232	3.15191	47827.7	6.89543	1763.87	1.10854	1.25541	1.10995	1.10995	1.18063	0.72928	0.140119	0.879749	1.2476	1.28104	1.10869	1.10044	6.69888	401.69	0	nan
154.7	78467.8	101.887	44.2291	5046.31	34181.6	93.4896	107.705	119.141	90.5806	4506.36	738.158	4.03429	4.81081	0	0.637394	0.302208	0	2361.25	0.0367687	0	11.0537	0.807102	37.0632	33.0017	181869	1003.49	1.02696	0.0574939	0.0574939	198.685	160.359	33.6374	45.8712	30.4868	46.7131	1033.23	34.6667	46.8087	1033.23	33.9733	46.8128	174.097	37.9904	2.57199	0	2.57199	0	0.44745	-0.686078	0.925175	0	3.68111	3.4754	0.712273	3.34892	0	4.77398	0	4.77398	3.06269	3.14513	47815.4	6.86111	1770.71	1.11045	1.25786	1.11171	1.11171	1.18289	0.730646	0.140186	0.880898	1.25008	1.28333	1.11057	1.10224	6.79837	407.101	0	nan
155.711	78467.8	101.887	44.1863	5045.6	34182.3	105.093	107.754	119.186	90.6395	4502	738.158	4.07838	4.80782	0	0.633503	0.302122	0	2361.25	0.0367687	0	11.0537	0.807414	37.0635	33.0014	203282	1250.69	1.15897	0.0580186	0.0580186	198.962	160.644	33.4354	45.8161	30.3287	46.6869	1033.23	34.4704	46.7641	1033.23	33.799	46.7606	174.097	37.9904	2.57223	0	2.57223	0	0.57508	-0.421385	0.924855	0	3.68932	3.464	0.715976	3.33241	0	4.73946	0	4.73946	3.0729	3.1387	47803	6.82953	1777.51	1.1109	1.25844	1.11213	1.11213	1.18343	0.730968	0.140202	0.881169	1.25067	1.28387	1.11101	1.10266	6.89819	412.54	0	nan
156.722	78467.8	101.887	44.1493	5044.89	34183	119.323	107.838	119.272	90.722	4498.23	738.158	4.08693	4.80607	0	0.629713	0.303246	0	2361.25	0.0367687	0	11.0537	0.807611	37.0637	33.001	196294	1733.97	0.980315	0.0570073	0.0570073	199.138	160.826	33.2199	46.1977	30.2037	46.8156	1033.23	34.2657	46.9716	1033.23	33.6144	46.9821	174.097	37.9904	2.57206	0	2.57206	0	0.569129	0.192248	0.924547	0	3.69701	3.4542	0.719473	3.31689	0	4.72095	0	4.72095	3.08284	3.13232	47790.8	6.79937	1784.28	1.10937	1.25647	1.11072	1.11072	1.18161	0.729872	0.140148	0.880248	1.24868	1.28203	1.10951	1.10122	6.99833	417.939	0	nan
157.733	78467.8	101.887	44.1338	5044.16	34183.7	91.9427	107.885	119.323	90.7676	4496.66	738.158	4.02553	4.80556	0	0.627702	0.302677	0	2361.25	0.0367687	0	11.0537	0.805868	37.064	33.0006	180399	977.387	0.916387	0.0576782	0.0576782	197.639	159.271	33.1104	45.9738	30.0319	46.8498	1033.23	34.0751	46.9165	1033.23	33.4437	46.9223	174.097	37.9904	2.57133	0	2.57133	0	0.431327	-1.60409	0.924206	0	3.70465	3.43856	0.722973	3.30074	0	4.6834	0	4.6834	3.09264	3.12569	47778.5	6.76627	1791.01	1.11057	1.25801	1.11182	1.11182	1.18304	0.730732	0.140191	0.880971	1.25024	1.28347	1.11069	1.10235	7.0988	423.361	0	nan
